title,genres,user_rating,keywords,director,adult,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
Spider-Man: No Way Home,"['Action', 'Adventure', 'Science Fiction']",0.7955000000000001,"new york city, hero, showdown, magic, loss of loved one, secret identity, superhero, villain, portal, sequel, vigilante, superhero team, masked vigilante, spider web, alternative reality, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), fight for justice, teen superhero, superhero teamup, returning hero, crossover, teamwork",Jon Watts,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Linda,['Drama'],0.7846000000000001,Unknown,Mariana Wainstein,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrifier,"['Horror', 'Thriller']",0.6400000000000001,"halloween, clown, gore, slasher, maniac, killer clown, evil clown, based on short, independent film, bold",Damien Leone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Saving Bikini Bottom: The Sandy Cheeks Movie,"['Animation', 'Comedy', 'Adventure', 'Family']",0.65,"squirrel, texas, road trip, save the day, based on tv series",Liza Johnson,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Silent Hour,"['Crime', 'Thriller', 'Action']",0.6326,"police, deaf, police corruption, witness to murder, police detective",Brad Anderson,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wake Up,"['Horror', 'Thriller', 'Action']",0.7400000000000001,"slasher, home invasion, revenge murderer, young activists",Yoann-Karl Whissell,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Smile,"['Horror', 'Mystery']",0.67,"suicide, new jersey, post-traumatic stress disorder (ptsd), therapist, detective, paranoia, trauma, curse, hospital, doctor, mental illness, evil, self-harm, demonic, smile, based on short",Parker Finn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Winnie-the-Pooh: Blood and Honey 2,"['Horror', 'Thriller']",0.6200000000000001,"mutant, sequel, revenge, slasher, based on children's book, psychotic villain, traumatic childhood, child abduction, independent film, winnie the pooh, stern, horrified, blood and honey, the twisted childhood universe",Rhys Frake-Waterfield,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Merry Gentlemen,"['Romance', 'Comedy']",0.5904,"dancer, holiday, love, nightclub owner, male stripper, male stripping, christmas, life",Peter Sullivan,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1978,"['Horror', 'Thriller', 'Drama']",0.7200000000000001,Unknown,Nicolás Onetti,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Heretic,"['Horror', 'Thriller']",0.71,"faith, religion, cat and mouse, mormon missionary, eccentric man, women of faith",Scott Beck,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Operation Black Ops,"['Action', 'Thriller']",0.5599999999999999,Unknown,Jamaal Burden,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Civil War,"['War', 'Action', 'Drama']",0.6907000000000001,"sniper, new york city, race against time, washington dc, usa, the white house, civil war, post-traumatic stress disorder (ptsd), photographer, dystopia, war photographer, road trip, president, female protagonist, soldier, fictional war, photojournalism, xenophobia, assassination of president, suicide bombing, usa politics, war trauma, mass grave, war journalism, charlottesville, near future, provocative, violence, critical, tense, foreboding, ominous, powerful, tragic, urgent",Alex Garland,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Never Let Go,"['Horror', 'Drama']",0.63,"woods, psychological horror, shapeshifter",Alexandre Aja,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",0.8414999999999999,"based on novel or book, orcs, elves, dwarf, magic, obsession, bravery, fireworks, mine, maze, mountain, castle, birthday party, battle, demon, blizzard, uncle nephew relationship, fantasy world, journey, ring, invisibility, live action and animation, hero's journey, wraith, sword and sorcery, trekking, good versus evil, creatures, awestruck, excited, epic quest, hobbits, trolls",Peter Jackson,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Home Alone 2: Lost in New York,"['Comedy', 'Family', 'Adventure']",0.6745000000000001,"new york city, burglar, holiday, family relationships, sequel, slapstick comedy, little boy, home invasion, family, precocious child, home alone, mischievous child, christmas, kids on their own, child rescue",Chris Columbus,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mufasa: The Lion King,"['Adventure', 'Family', 'Drama']",0.0,"musical, prequel, told in flashback",Barry Jenkins,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon: The Hidden World,"['Animation', 'Family', 'Adventure']",0.78,"based on novel or book, flying, vikings (norsemen), sequel, overpopulation, dragon, love interest, based on children's book, adoring",Dean DeBlois,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coco,"['Family', 'Animation', 'Music', 'Adventure']",0.8209,"skeleton, mexico, guitar, afterlife, musician, holiday, villain, singer, murderer, life after death, child, day of the dead, music, boy",Lee Unkrich,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sonic the Hedgehog 2,"['Action', 'Adventure', 'Family', 'Comedy']",0.75,"mad scientist, sequel, revenge, based on video game, duringcreditsstinger, hedgehog, live action and animation, joyous, familiar, sonic cinematic universe",Jeff Fowler,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
365 Days: This Day,"['Romance', 'Drama']",0.5878,"gangster, sequel, bdsm, rich man poor woman, sex, erotique",Tomasz Mandes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Zuzubalândia - O Filme,['Animation'],0.6000000000000001,Unknown,Mariana Caltabiano,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonkeeper,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",0.7565000000000001,"fantasy world, giant dragon, animation",Jian-Ping Li,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Super Mario Bros. Movie,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",0.7642000000000001,"gorilla, plumber, villain, anthropomorphism, magic mushroom, based on video game, toad, aftercreditsstinger, duringcreditsstinger, damsel in distress, piano, brother brother relationship, illumination, evil king, celebratory",Aaron Horvath,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: Across the Spider-Verse,"['Animation', 'Action', 'Adventure', 'Science Fiction']",0.8355000000000001,"new york city, hero, sacrifice, superhero, villain, portal, based on comic, sequel, romance, alter ego, alternate dimension, india, parenting, family, alternate version, super power, brooklyn, new york city, superhero team, spider bite, super villain, cliffhanger, teenage romance, young heroes, teen superhero, teen social issues, chelsea, alternate universe, superhero teamup, female superhero, slow burn romance, interdimensional travel",Kemp Powers,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Shawshank Redemption,"['Drama', 'Crime']",0.8707000000000001,"prison, friendship, police brutality, corruption, based on novel or book, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, 1940s, voiceover, cheerful",Frank Darabont,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrifier 2,"['Horror', 'Thriller']",0.6759000000000001,"halloween, clown, gore, resurrection, sequel, slasher, killer, killer clown, duringcreditsstinger, evil clown, halloween night, megaslasher, awestruck, condescending",Damien Leone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
How to Train Your Dragon 2,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",0.7675000000000001,"rescue, husband wife relationship, sacrifice, parent child relationship, loss of loved one, vikings (norsemen), death of father, sequel, dragon, death of husband, warrior, mother son relationship",Dean DeBlois,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Speak No Evil,"['Horror', 'Thriller']",0.73,"husband wife relationship, manipulation, remake, hopeless, weekend getaway, europe vacation, children in danger, psychological horror, disturbing, tense, depressing, gloomy, horrified",James Watkins,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Avengers: Infinity War,"['Adventure', 'Action', 'Science Fiction']",0.8243,"sacrifice, magic, superhero, based on comic, space, battlefield, genocide, magical object, super power, aftercreditsstinger, marvel cinematic universe (mcu), cosmic",Joe Russo,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Godfather,"['Drama', 'Crime']",0.87,"based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, 1940s, 1950s, wonder, mafia war, powerful",Francis Ford Coppola,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oppenheimer,"['Drama', 'History']",0.8081,"husband wife relationship, based on novel or book, atomic bomb, patriotism, new mexico, world war ii, atomic bomb test, physics, biography, based on true story, interrogation, guilt, historical event, nuclear weapons, communism, red scare, mccarthyism, top secret project, moral dilemma, usa politics, 1940s, antisemitism, 20th century, manhattan project, los alamos",Christopher Nolan,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Wizard of Oz,"['Adventure', 'Fantasy', 'Family']",0.7587,"witch, adolescence, dream, based on novel or book, secret identity, lion, tornado, twister, scarecrow, villain, musical, kansas, usa, imaginary land, cowardliness, monkey, female villain, fantasy world, wizard, sepia color, hourglass, red shoes, based on young adult novel, tin man, wicked, whimsical, adoring, bold, cheerful, exuberant, oz, wizard of oz, wonderful wizard of oz",Victor Fleming,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Oddity,"['Horror', 'Mystery']",0.686,"mannequin, paranormal, murder, home invasion, death of sister, clairvoyant, oddities, blind woman, irish horror, antique shop, twin sisters, psychic medium",Damian Mc Carthy,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Pídeme lo que quieras,"['Romance', 'Drama']",0.8,"spain, based on novel or book, woman director, erotic romance",Lucía Alemany,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Interstellar,"['Adventure', 'Drama', 'Science Fiction']",0.8400000000000001,"rescue, future, spacecraft, race against time, artificial intelligence (a.i.), nasa, time warp, dystopia, expedition, space travel, wormhole, famine, black hole, quantum mechanics, family relationships, space, robot, astronaut, scientist, single father, farmer, space station, space adventure, time paradox, time-manipulation, father daughter relationship, 2060s, cornfield, time manipulation, dramatic, awestruck, hopeful",Christopher Nolan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Dakaichi: I'm Being Harassed by the Sexiest Man of the Year—The Movie: In Spain,"['Animation', 'Drama', 'Comedy', 'Romance']",0.75,"dancing, based on manga, lgbt, acting, gay romance, boys' love (bl), foreign",Naoyuki Tatsuwa,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maybe Baby 2,['Comedy'],0.61,Unknown,Barbara Topsøe-Rothenborg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolfs,"['Comedy', 'Action', 'Crime']",0.66,"hotel room, lone wolf, drugs, buddy comedy, fixer, drug kingpin, intense, brisk, job gone wrong, black comedy",Jon Watts,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miraculous World: Paris, Tales of Shadybug and Claw Noir","['Animation', 'Adventure', 'Action', 'Fantasy', 'Family']",0.7213,"paris, france, superhero, kids",Thomas Astruc,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Longlegs,"['Horror', 'Thriller', 'Crime']",0.6648000000000001,"homicide, fbi, religion and supernatural, haunting, satanism, barn, satanist, code, oregon, usa, flashback, murder, serial killer, religion, female protagonist, corpse, series of murders, violent death, killing spree, catholic, death, death in family, occult, satanic ritual, satanic cult, clairvoyant, crime spree, rookie, crime investigation, manic, sadistic psychopath, unsettling, scary doll, accomplice, 1990s, dread, creepy doll, psychological terror, singing in a car, haunted doll, anxious, homicide investigation, supernatural horror, female investigator, police procedural, children in danger, criminal plot, psychological horror, horrific crime, distressing, ominous, film in chapters",Osgood Perkins,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
John Wick: Chapter 4,"['Action', 'Thriller', 'Crime']",0.7730000000000001,"new york city, martial arts, berlin, germany, hitman, sequel, organized crime, osaka, japan, blindness, aftercreditsstinger, hunted, consequences, professional assassin, neo-noir, emotional, japanese mafia, japan style, located in japan",Chad Stahelski,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Adventure', 'Family', 'Fantasy']",0.7134,"witch, epic, sibling relationship, saving the world, based on novel or book, self sacrifice, winter, fairy tale, cupboard, beaver, lion, surrealism, battle, based on children's book, fantasy world, duringcreditsstinger, 1940s, high fantasy, isekai, based on young adult novel, faun, good versus evil, admiring, нарния disney",Andrew Adamson,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Miraculous World, London: At the Edge of Time","['Animation', 'Adventure', 'Action', 'Fantasy']",0.82,"london, england, superhero, kids, لندن, السفر عبر الزمن, ميراكلوس, بانيكس",Thomas Astruc,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Avatar: The Way of Water,"['Science Fiction', 'Adventure', 'Action']",0.76,"dying and death, loss of loved one, alien life-form, resurrection, dysfunctional family, sequel, alien planet, distant future, adopted child, rebirth, family dynamics, adopted son, stronger villain, war, furious",James Cameron,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slaughtered Vomit Dolls,"['Horror', 'Drama']",0.42000000000000004,Unknown,Lucifer Valentine,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Fifty Shades of Grey,"['Drama', 'Romance', 'Thriller']",0.5884,"bad smell, based on novel or book, eroticism, perversion, spanking, billionaire, rich, bdsm, woman director, baffled",Sam Taylor-Johnson,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Harold and the Purple Crayon,"['Family', 'Adventure', 'Fantasy', 'Comedy']",0.6900000000000001,"based on children's book, live action and animation, crayon, imagination, moose",Carlos Saldanha,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kraven the Hunter,"['Action', 'Adventure', 'Thriller']",0.0,"hunter, villain, based on comic, supervillain",J.C. Chandor,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Union,"['Action', 'Comedy']",0.6257,"espionage, spy, old flame, miscegenation, construction worker, awestruck, baffled, defiant",Julian Farino,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrek,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",0.7743000000000001,"princess, based on novel or book, magic, fairy tale, donkey, liberation, lordship, prince, castle, villain, robin hood, enchantment, swamp, parody, anthropomorphism, dragon, woman director, ogre, absurd, cartoon donkey, witty, admiring",Andrew Adamson,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Meet Me Next Christmas,"['Romance', 'Comedy']",0.6400000000000001,"new york city, hopeless romantic, loving, romantic, admiring, celebratory, comforting, hopeful, joyful",Rusty Cundieff,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Titanic,"['Drama', 'Romance']",0.7906,"epic, ship, drowning, panic, shipwreck, evacuation, iceberg, titanic, forbidden love, ocean liner, based on true story, rich woman poor man, love, tragedy, tragic love, disaster, historical fiction, class differences, love affair, historical event, lifeboat, star crossed lovers, sinking ship, steerage, rich snob, disaster movie, 1910s, sunken ship, intimate, intense",James Cameron,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Equalizer,"['Thriller', 'Action', 'Crime']",0.7280000000000001,"assassin, corruption, hitman, call girl, sadism, hostage, gangster, fbi, gore, remake, sociopath, revenge, vigilante, organized crime, teenage prostitute, commando, interrogation, surveillance, fake death, ex soldier, loner, black ops, hand to hand combat, mysterious past, vigilante justice",Antoine Fuqua,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Maze Runner,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",0.7189000000000001,"based on novel or book, escape, dystopia, maze, post-apocalyptic future, memory loss, erased memory, trapped, runner, based on young adult novel",Wes Ball,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
The Nun II,['Horror'],0.6747000000000001,"france, nun, bullying, sequel, priest, religion, church, demon, gothic horror, demonic possession, praying, duringcreditsstinger, 1950s, demonic, girls' school, convent, the conjuring universe",Michael Chaves,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Dark Knight,"['Drama', 'Action', 'Crime', 'Thriller']",0.8500000000000001,"joker, sadism, chaos, secret identity, crime fighter, superhero, anti hero, scarecrow, based on comic, vigilante, organized crime, tragic hero, anti villain, criminal mastermind, district attorney, super power, super villain, neo-noir, sexy man in fury costume",Christopher Nolan,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kill 'em All 2,"['Action', 'Crime', 'Thriller']",0.67,Unknown,Valeri Milev,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wonka,"['Comedy', 'Family', 'Fantasy']",0.71,"chocolate, musical, prequel, nostalgic, duringcreditsstinger, cartel",Paul King,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dune,"['Science Fiction', 'Adventure']",0.7783000000000001,"empire, future, epic, army, based on novel or book, prophecy, dystopia, emperor, sand, spice, hallucinogen, treason, baron, revenge, premonition, betrayal, space, water shortage, creature, desert, knife fight, destiny, giant worm, space opera, sand dune, questioning, messiah, mother son relationship, giant creature, suspenseful, bitter, awestruck, celebratory, cruel",Denis Villeneuve,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghosted,"['Action', 'Comedy', 'Romance']",0.7000000000000001,"mission, central intelligence agency (cia), biological weapon, secret agent, love, bio organic weapon, spies, amused",Dexter Fletcher,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Time Cut,"['Horror', 'Science Fiction', 'Thriller']",0.5599999999999999,"high school, time travel, time machine, serial killer, teenage girl, woman director, murder mystery, 2000s, lgbt interest, 2020s",Hannah Macpherson,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"Hello, Love, Again","['Romance', 'Drama']",0.5700000000000001,"sequel, romantic drama",Cathy Garcia-Sampana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hole-in-law,['Romance'],0.6400000000000001,"jealousy, love triangle, lingerie, softcore, erotic movie, porno",Lee Sang-soo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Elemental,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",0.7628,"fire, earth, computer animation, duringcreditsstinger, elements, water, city, hopeful",Peter Sohn,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Below Her Mouth,"['Drama', 'Romance']",0.6815000000000001,"sexual identity, infidelity, female friendship, love, lesbian relationship, female protagonist, love affair, lust, lesbian sex, sexual desire, lgbt, woman director, erotic movie, gender identity, lesbian",April Mullen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Smugglers,"['Crime', 'Action']",0.66,"1970s, smugglers, smuggling, haenyeo",Ryoo Seung-wan,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wish,"['Animation', 'Family', 'Fantasy', 'Adventure']",0.63,"friendship, villain, black magic, wish, musical, computer animation, female protagonist, betrayal by friend, aftercreditsstinger, woman director, wicked king, disabled person, evil king, star, corrupt government",Fawn Veerasunthorn,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy']",0.7717,"witch, flying car, elves, magic, sword, diary, child hero, school of witchcraft, giant spider, black magic, giant snake, ghost, child driving car, wizard, aftercreditsstinger, christmas, based on young adult novel, wizarding world",Chris Columbus,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
